Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Age at enrollment,Course,Curricular units 1st sem (enrolled),Application mode,Previous qualification (grade),Curricular units 2nd sem (enrolled),Mother's occupation,Scholarship holder,Target
7,12.428571428571429,9,12.666666666666666,1,7,11,30,8014,10,7,124.4,7,0,0,2
0,0.0,0,0.0,0,2,0,22,9130,6,17,122.0,2,9,0,0
3,11.666666666666666,3,13.0,1,9,9,22,9147,5,43,120.0,5,5,0,0
0,0.0,0,0.0,1,6,6,25,9003,6,39,130.0,6,9,0,0
6,13.714285714285714,6,13.0,1,9,7,19,9773,6,17,138.0,6,4,0,2
6,12.857142857142858,6,12.833333333333334,1,8,7,33,8014,6,39,120.0,6,9,0,2
0,0.0,0,0.0,1,0,0,18,9670,6,17,127.0,6,1,0,0
6,11.333333333333334,6,14.5,1,8,6,21,9070,6,44,140.0,6,4,0,2
5,15.4,5,16.333333333333332,1,5,6,18,9147,5,1,177.0,5,3,1,2
6,13.285714285714286,6,14.0,1,7,8,18,9670,6,1,142.0,6,4,1,2
5,13.77777777777778,6,14.166666666666666,1,17,7,20,9085,6,44,160.0,6,9,0,2
1,10.0,0,0.0,1,8,9,18,9500,7,1,124.0,7,9,1,0
12,14.461538461538462,12,14.538461538461538,1,14,13,21,9003,12,1,133.1,12,4,0,2
6,10.833333333333334,8,11.0,1,10,13,45,8014,9,43,120.0,7,9,0,1
3,12.666666666666666,6,14.0,1,18,8,19,9085,6,1,122.0,6,193,0,2
6,12.0,9,12.444444444444445,1,8,12,45,8014,12,43,130.0,7,0,0,0
6,17.166666666666668,6,15.571428571428571,1,6,7,20,9670,6,17,145.0,6,2,0,2
0,0.0,6,13.5,1,6,6,20,9853,6,1,131.0,6,2,0,0
6,11.0,8,11.625,1,17,19,28,9003,13,39,130.0,10,9,0,1
7,12.324285714285711,7,12.324285714285711,1,8,8,18,9500,8,1,140.0,8,7,0,2
5,11.1,4,12.65,1,9,11,19,9500,7,1,122.0,7,4,1,1
6,14.666666666666666,6,14.5,1,6,6,18,9773,6,1,154.0,6,9,1,2
6,12.333333333333334,5,12.8,1,6,7,20,9773,6,1,130.0,6,9,1,2
5,11.4,5,13.142857142857142,1,6,12,18,9085,5,1,140.0,5,9,0,2
8,12.68888888888889,6,13.492857142857144,1,9,10,19,9500,7,1,143.0,8,2,0,2
2,10.0,4,10.75,1,10,14,38,9991,10,43,130.0,10,9,0,0
11,14.5,12,12.916666666666666,1,16,12,22,171,12,1,117.0,11,3,0,2
7,13.294444444444444,6,13.411428571428573,1,12,9,19,9500,7,1,136.0,8,4,0,1
6,13.1,6,13.857142857142858,1,15,8,18,9085,6,17,142.0,6,4,0,2
0,0.0,1,9.8,1,7,9,36,9556,7,7,130.0,7,9,1,0
5,13.0,7,11.285714285714286,1,8,12,35,9119,10,42,120.0,8,0,0,0
8,13.76125,8,13.76125,1,8,8,18,9500,8,1,145.0,8,1,0,2
5,14.6,6,13.285714285714286,1,9,7,19,9670,6,17,115.0,6,4,1,1
5,11.8,6,12.833333333333334,1,8,10,20,9670,7,42,130.0,8,9,1,2
9,12.22222222222222,12,11.75,0,16,17,57,9147,15,2,120.0,14,9,0,0
5,12.4,5,13.4,1,9,9,21,9003,6,44,120.0,6,2,0,2
6,13.25,6,12.666666666666666,1,8,6,18,9070,6,1,182.0,6,5,0,2
5,12.8,4,12.0,1,5,11,20,9147,5,17,127.0,5,4,1,2
2,12.0,5,10.0,1,10,8,20,9147,5,1,117.0,5,5,0,1
4,11.95,4,11.95,1,8,8,20,9500,7,1,123.0,7,90,0,0
0,0.0,0,0.0,0,0,0,19,171,0,17,128.0,0,4,0,0
5,11.6,5,10.6,1,8,5,19,9147,5,15,150.0,5,9,0,2
13,11.384615384615383,14,10.214285714285714,0,13,17,32,9147,15,51,140.0,13,9,0,2
7,13.258571428571427,7,13.258571428571427,1,11,11,19,9500,8,1,135.0,8,7,0,2
5,15.4,5,11.0,1,6,8,19,9147,5,18,128.0,5,9,0,2
7,12.642857142857142,7,12.642857142857142,1,8,8,18,9500,8,1,131.0,8,7,1,2
6,12.857142857142858,6,12.0,1,7,6,20,9238,6,1,135.0,6,9,1,2
2,13.5,5,12.666666666666666,1,15,16,21,9085,6,44,140.0,6,5,0,1
0,0.0,0,0.0,1,0,0,18,9773,6,17,123.0,6,3,0,0
7,12.485714285714286,7,12.485714285714286,1,8,8,19,9500,8,17,144.0,8,5,1,2
8,12.28125,6,11.983333333333334,1,12,11,18,9500,7,17,125.0,8,5,0,2
6,11.833333333333334,6,11.666666666666666,1,10,7,18,9853,6,17,140.0,6,4,0,2
1,14.0,4,12.5,1,11,8,19,9254,6,17,158.0,6,5,0,0
8,13.811111111111112,7,13.025,1,9,8,19,9500,7,1,106.0,8,9,0,2
5,14.0,4,13.0,1,6,12,18,9130,5,1,150.0,5,2,0,0
6,12.0,6,13.0,1,9,10,23,9254,6,1,115.0,6,3,0,1
0,0.0,0,0.0,1,0,0,37,8014,6,1,140.0,6,0,0,0
6,10.5,6,11.333333333333334,1,7,7,40,8014,6,1,151.0,6,9,0,2
5,14.285714285714286,5,16.166666666666668,1,9,8,18,9085,5,1,160.0,5,2,0,2
5,10.4,5,13.0,1,8,9,19,9853,6,17,126.0,6,2,0,1
0,0.0,0,0.0,1,0,0,19,9773,6,1,121.0,6,9,0,0
1,12.0,3,13.0,1,15,11,28,9773,6,39,133.1,6,5,0,0
7,14.0,8,13.625,1,7,8,35,8014,8,39,130.0,7,9,1,2
10,15.0,11,15.090909090909092,0,11,14,28,9003,11,39,130.0,10,9,0,0
6,11.833333333333334,6,12.666666666666666,1,6,8,50,8014,6,39,140.0,6,9,0,2
7,13.0,7,13.0,1,8,8,18,9500,8,1,149.0,8,9,0,2
8,14.5125,7,13.457142857142856,1,8,7,18,9500,7,18,131.0,8,4,0,2
13,12.923076923076923,18,11.894736842105264,1,13,19,23,9003,18,17,120.0,13,5,1,2
0,0.0,2,10.0,1,6,14,19,9254,6,17,113.0,6,5,1,0
3,10.666666666666666,4,12.65,1,10,12,18,9500,7,43,120.0,7,2,0,0
8,13.76375,8,13.76375,1,8,8,18,9500,8,1,137.0,8,4,0,2
6,16.428571428571427,6,15.375,1,7,8,18,9238,6,17,151.0,6,5,0,2
6,14.571428571428571,6,13.833333333333334,1,7,6,20,8014,6,44,140.0,6,4,0,2
0,0.0,1,11.0,0,10,15,31,9003,6,39,110.0,6,9,0,0
6,15.333333333333334,6,16.714285714285715,1,6,7,20,9085,6,1,147.0,6,9,0,2
7,12.2,7,12.2,1,8,8,19,9500,8,1,134.0,8,9,0,2
8,13.75,7,11.975,1,8,8,24,9500,7,17,150.0,8,8,0,2
6,11.666666666666666,6,11.5,1,6,7,20,9238,6,1,134.0,6,5,0,2
5,14.0,5,12.6,1,5,5,18,9147,5,1,127.0,5,4,0,2
6,12.0,6,14.333333333333334,1,9,14,18,9085,6,16,130.0,6,9,1,2
7,12.142857142857142,4,11.5,1,10,7,21,9070,7,44,120.0,9,5,1,2
6,13.5,6,14.142857142857142,1,6,8,25,9670,6,39,170.0,6,3,1,2
0,0.0,1,14.0,1,12,8,32,9085,5,7,140.0,5,4,0,0
20,14.575,20,14.575,1,23,23,22,9500,23,43,148.0,23,90,1,2
0,0.0,0,0.0,0,0,0,20,171,0,17,129.0,0,4,0,0
7,14.962857142857144,7,14.962857142857144,1,8,8,18,9500,8,17,148.0,8,5,1,2
7,13.085714285714284,7,13.875714285714285,1,9,8,19,9500,7,17,131.0,8,7,1,2
3,12.0,4,13.75,1,9,13,24,9130,5,39,150.0,5,9,0,1
5,14.142857142857142,5,13.8,1,7,5,23,9119,5,7,140.0,5,2,0,2
4,12.75,4,14.6,0,5,12,22,9085,5,1,135.0,5,1,0,0
6,13.166666666666666,6,13.0,1,6,6,19,9254,6,1,135.0,6,9,1,2
3,12.5,3,12.333333333333334,1,14,9,22,9119,5,1,111.0,6,9,1,0
0,0.0,0,0.0,1,10,11,22,9238,6,43,129.0,5,0,0,0
0,0.0,1,15.0,0,12,7,50,9773,6,39,100.0,5,0,0,0
6,12.5,6,13.285714285714286,1,8,8,19,9070,6,1,124.0,6,9,1,0
0,0.0,0,0.0,0,4,5,42,9773,4,39,133.1,4,9,0,0
3,13.666666666666666,1,10.0,1,8,10,21,9119,5,17,116.0,5,90,0,0
4,11.225,4,13.5,1,11,13,20,9556,7,17,125.0,7,7,0,0
4,11.25,5,11.8,1,8,5,19,9147,5,1,131.0,5,9,0,1
3,12.666666666666666,6,11.333333333333334,1,9,15,19,9254,6,17,140.0,6,2,1,2
5,11.2,5,12.6,1,7,10,19,9853,6,17,131.0,6,4,0,2
6,10.5,4,11.25,1,6,10,20,9254,6,17,122.0,6,5,1,1
6,14.233333333333334,6,14.233333333333334,1,7,7,18,9500,7,1,142.0,7,5,0,2
0,0.0,0,0.0,1,0,0,19,171,0,1,136.0,0,5,1,2
7,12.9125,7,11.828571428571427,1,10,7,18,9500,7,43,141.0,8,4,0,2
2,11.666666666666666,0,0.0,1,6,9,22,9119,5,44,140.0,5,4,0,1
0,0.0,0,0.0,1,0,0,42,9670,6,39,110.0,6,90,0,0
5,11.2,4,11.0,1,8,10,18,9238,6,1,134.0,6,4,0,2
0,0.0,0,0.0,1,0,0,19,171,0,1,139.0,0,5,1,2
5,13.333333333333334,4,12.0,1,8,6,19,9085,5,17,125.0,5,4,1,2
2,13.5,2,15.0,1,7,9,30,9119,6,42,120.0,6,2,0,0
8,13.9125,7,12.855555555555556,1,8,9,18,9556,7,17,131.0,8,9,1,2
6,12.5,6,13.5,1,8,7,18,9773,6,1,140.0,6,7,0,2
6,11.5,6,12.5,1,8,6,20,9070,6,17,136.0,6,4,0,1
5,12.419999999999998,4,11.575,1,10,15,18,9500,7,15,190.0,7,122,0,1
4,12.0,5,12.0,1,11,10,18,9238,6,17,124.0,6,5,0,2
6,12.166666666666666,6,13.625,1,7,8,19,9238,6,17,135.0,6,7,1,2
11,14.333333333333334,12,14.583333333333334,1,14,12,20,171,12,1,139.0,11,9,1,2
7,12.214285714285714,7,12.214285714285714,1,8,8,18,9500,8,1,139.0,8,9,1,2
6,12.5,6,12.5,1,7,7,19,9773,6,17,136.0,6,2,0,2
8,14.75,11,13.727272727272728,1,8,11,37,8014,11,39,140.0,8,5,0,2
6,12.833333333333334,6,12.666666666666666,1,7,6,18,9773,6,1,130.0,6,9,0,2
0,0.0,2,10.0,1,10,13,20,9147,5,1,112.0,5,4,0,0
8,13.81375,8,13.81375,1,8,8,27,9500,8,43,140.0,8,9,0,2
4,13.125,4,12.95,1,11,14,25,9556,7,39,133.1,7,7,0,0
4,12.5,5,13.2,1,6,5,18,9147,5,17,142.0,5,5,0,2
0,0.0,0,0.0,1,0,1,50,8014,1,39,133.1,6,90,0,0
1,11.0,2,11.5,0,5,6,27,9130,5,7,130.0,5,90,0,0
0,0.0,0,0.0,0,0,0,44,9238,6,39,133.1,6,9,0,0
1,10.0,2,14.5,1,6,7,18,9853,6,17,123.0,6,2,0,0
4,11.25,4,12.0,1,9,10,26,9991,5,39,150.0,5,9,0,1
4,10.5,2,11.666666666666666,1,10,10,20,9670,6,17,113.0,6,5,0,0
3,14.166666666666666,5,12.62,0,11,10,42,9500,7,7,130.0,7,4,0,0
5,11.4,4,11.0,1,6,9,41,9991,5,39,100.0,5,4,1,1
4,12.0,6,12.833333333333334,1,8,10,33,9147,8,7,110.0,5,9,0,1
0,0.0,4,13.75,1,5,6,19,9147,5,1,148.0,5,7,0,0
6,14.166666666666666,6,14.714285714285714,1,7,7,18,9254,6,17,160.0,6,5,0,2
5,11.6,5,11.0,1,5,8,39,9991,5,39,120.0,5,9,0,2
0,0.0,0,0.0,0,6,14,31,9670,6,39,140.0,6,9,0,0
5,11.2,8,11.625,1,12,8,40,9670,8,43,150.0,7,9,0,2
0,0.0,0,0.0,1,0,0,19,9238,6,1,133.1,6,8,0,0
5,17.6,5,14.8,1,5,5,20,9119,5,17,124.0,5,2,0,2
6,12.666666666666666,6,13.333333333333334,1,8,7,20,9773,6,43,126.0,6,3,0,2
0,0.0,0,0.0,1,0,0,38,9254,6,39,133.1,6,4,0,0
0,0.0,0,0.0,0,0,0,35,9003,6,39,133.1,6,4,0,0
5,12.858,5,12.858,1,10,10,19,9500,8,1,124.0,8,3,0,1
4,10.75,6,11.833333333333334,1,8,6,19,9070,6,1,117.0,6,3,0,2
1,12.0,0,0.0,0,10,9,23,9130,5,1,144.0,5,1,0,0
6,14.333333333333334,4,12.5,1,6,6,27,8014,6,43,117.0,6,9,0,0
0,0.0,0,0.0,0,6,7,26,9085,6,39,133.1,6,9,1,0
0,0.0,0,0.0,1,0,0,19,171,0,1,147.0,0,9,0,2
7,14.314285714285717,7,14.314285714285717,1,8,8,18,9500,8,18,141.0,8,1,1,2
0,0.0,0,0.0,1,0,0,19,171,0,1,133.1,0,2,0,2
0,0.0,0,0.0,0,5,14,19,9147,5,1,108.0,5,9,0,0
4,13.0,6,12.571428571428571,1,10,8,21,9254,6,1,140.0,6,9,0,1
4,13.0,5,12.0,1,9,9,20,9147,5,1,123.0,5,4,0,1
3,12.333333333333334,2,10.5,0,6,14,31,8014,6,39,133.1,6,7,0,0
5,11.125,5,12.285714285714286,1,8,9,48,9991,5,39,170.0,5,9,0,2
4,10.5,5,11.8,1,8,8,21,9853,6,17,132.0,6,0,0,0
0,0.0,0,0.0,1,0,0,25,9085,6,39,133.1,6,2,0,0
4,14.0,6,14.166666666666666,1,10,7,18,9254,6,1,144.0,6,9,1,2
6,12.285714285714286,6,11.333333333333334,1,7,6,18,9238,6,17,133.0,6,7,1,2
6,13.333333333333334,6,12.666666666666666,1,7,7,32,8014,6,39,133.1,6,9,1,2
6,13.428571428571429,6,13.5,1,7,6,19,9238,6,1,127.0,6,9,1,2
4,12.6,6,12.5,0,10,6,19,9773,6,17,112.0,6,5,0,0
6,13.5,6,14.0,1,6,6,18,9238,6,17,116.0,6,3,1,2
8,14.575,7,13.801428571428572,1,8,7,19,9500,7,17,131.0,8,5,1,2
8,15.68333333333333,7,14.604285714285712,1,9,7,18,9500,7,1,132.0,8,9,1,2
0,0.0,0,0.0,1,8,9,35,33,7,39,120.0,7,9,0,0
5,12.2,4,11.25,1,11,10,18,9670,6,1,120.0,6,4,0,1
6,13.5,6,13.666666666666666,1,6,6,18,9254,6,1,131.0,6,9,0,2
8,12.3,7,12.428571428571429,1,8,9,28,9556,7,39,133.1,8,9,0,1
3,11.333333333333334,3,13.666666666666666,0,8,7,23,9556,7,7,130.0,8,4,0,0
5,13.2,5,11.2,1,5,6,19,9147,5,1,117.0,5,5,0,2
6,12.491666666666667,6,12.491666666666667,1,11,11,20,9500,8,42,122.0,8,2,0,2
2,14.0,0,0.0,1,7,5,25,9119,5,42,130.0,6,9,0,0
6,12.166666666666666,6,13.666666666666666,1,7,7,20,9070,6,1,139.0,6,3,0,2
6,13.2,6,13.125,1,10,8,20,9003,6,44,150.0,6,9,0,2
5,13.8,5,14.0,1,7,6,20,9119,5,1,126.0,5,7,1,2
4,11.25,3,11.0,1,9,11,19,9238,6,1,145.0,6,9,1,2
4,11.25,4,13.0,1,13,9,20,9773,6,1,145.0,6,9,1,2
4,11.0,4,12.5,1,6,8,19,9670,5,1,127.0,5,4,0,1
5,12.2,5,11.6,1,8,6,41,9147,5,39,133.1,5,9,0,1
0,0.0,0,0.0,1,0,0,34,9085,6,39,150.0,6,90,0,0
8,15.599999999999998,7,13.775714285714288,1,8,7,20,9500,7,1,119.0,8,9,0,2
6,12.5,6,13.666666666666666,1,9,10,19,9853,7,17,127.0,7,3,0,0
10,12.8,10,13.8,1,10,12,32,9991,10,43,120.0,10,9,1,2
6,14.375,6,12.666666666666666,1,8,6,19,8014,6,18,138.0,6,9,0,2
10,12.8,10,11.9,1,14,14,42,8014,11,51,133.1,11,9,0,1
0,0.0,0,0.0,1,6,9,58,9003,6,39,133.1,6,9,0,0
5,13.0,6,13.857142857142858,1,8,8,19,9670,6,17,110.0,6,4,0,2
0,0.0,1,12.365794565317152,1,11,9,27,9130,5,1,128.95581391352235,5,0,0,0
0,0.0,0,0.0,1,0,0,19,9670,6,17,127.81040417356284,6,2,0,0
8,13.709594132928482,7,13.24677578186806,1,9,7,18,9500,7,17,141.14294605041002,8,4,0,0
0,0.0,0,0.0,0,0,0,18,9238,6,1,117.0,6,9,0,0
0,0.0,0,0.0,0,0,0,20,171,0,1,115.69841544067428,0,5,0,0
0,0.0,0,0.0,1,0,0,18,171,0,43,137.59488683310977,0,9,0,0
2,8.037485894987618,2,10.62789417152835,1,10,10,19,9119,5,17,112.53473005834022,5,4,0,0
0,0.0,0,3.5085663019340005,0,3,5,26,9991,5,39,120.0,5,7,0,0
0,0.0,0,0.0,1,8,7,25,9991,5,39,132.36372993899334,5,7,0,0
3,11.267372494094746,4,13.327918670874784,1,7,7,18,9853,6,17,124.6008915714881,6,3,0,0
0,0.0,0,0.0,1,0,0,30,9147,2,39,131.48091616172871,5,9,0,0
0,0.0,0,0.0,1,9,6,24,9003,6,39,130.0,6,9,0,0
0,0.0,1,5.812071334269301,0,0,2,26,9991,5,29,116.22696097037768,5,3,0,0
0,0.0,0,0.0,0,0,0,31,9085,6,39,133.1,6,6,0,0
0,0.0,2,14.419789075097327,0,18,15,29,9003,6,39,133.1,6,4,0,0
3,13.711326170319976,5,11.337016555207622,1,11,8,19,9130,5,16,117.06629799373718,5,3,0,0
0,0.0,2,11.035988243167305,0,10,14,19,9254,6,17,113.44399496135742,6,6,0,0
0,0.0,0,0.0,0,0,0,31,9003,6,39,133.1,6,3,0,0
0,0.0,0,0.0,1,0,0,18,171,0,1,123.73959530021096,0,2,0,0
3,12.135642005597528,3,11.150713339552809,0,11,11,19,9773,6,17,121.8492866604472,6,6,0,0
0,0.0,1,9.650715010425923,1,12,10,18,9853,6,17,133.1,6,0,0,0
0,2.782891847881652,4,11.60073535430877,1,7,9,47,8014,6,41,123.31417120065906,6,3,0,0
0,0.0,0,0.0,0,0,0,23,171,0,1,129.30458887689335,0,8,0,0
0,0.0,0,0.0,0,7,7,37,9500,7,39,110.0,8,9,0,0
0,0.0,0,0.0,0,0,0,22,9500,7,6,122.4932314786388,8,6,0,0
4,12.044254524551343,5,11.608850904910268,1,7,6,19,9254,5,17,124.0,6,3,0,0
1,11.647246973419715,1,11.058259079740855,1,11,7,19,9126,5,43,141.17797578735772,5,1,0,0
0,0.0,0,0.049189774653426,0,5,4,20,9773,4,1,133.12876351229733,5,3,0,0
0,0.0,1,3.333824385498037,1,1,2,27,8014,6,10,138.1815503351829,6,3,0,0
3,7.389578023449361,3,7.611265364152842,0,14,15,24,9556,7,39,137.34900736348337,7,9,0,0
0,0.0,0,0.0,0,6,5,26,9147,5,39,133.1,5,7,0,0
3,10.198548378598613,3,12.6384181138897,1,10,6,18,9670,6,17,131.57627170834553,6,4,0,0
0,0.0,0,0.0,0,5,5,35,9991,5,39,109.58702407407846,5,9,0,0
0,0.0,0,0.0,0,5,5,35,9991,5,39,130.1793780830489,5,6,0,0
2,11.006847751739835,4,11.591782697912194,0,12,12,19,9244,6,17,113.76165259025692,6,3,0,0
0,0.0,0,0.0,1,5,9,28,9128,5,42,133.1,5,0,0,0
0,0.0,0,0.0,0,6,7,50,8014,6,39,133.1,5,9,0,0
4,10.295969191694988,4,11.459387966363447,0,8,8,52,9773,6,39,122.2228067410319,6,4,0,0
4,13.71561612055624,5,12.219341258113715,0,8,7,20,9238,6,1,130.88466802164405,6,4,0,0
0,0.0,0,0.0,1,4,4,32,9500,7,7,133.88268383989873,7,7,0,0
0,0.0,0,0.0,0,1,1,28,9991,5,39,133.1,5,8,0,0
5,11.987552862434438,6,12.05620590352545,1,10,9,34,9991,8,41,120.0,8,9,0,0
0,0.0,1,10.360345095205268,1,5,7,28,9991,5,39,120.0,5,5,0,0
0,9.250626714321715,4,13.387594007148255,1,2,5,36,9556,4,5,187.40050137145735,2,1,0,0
2,12.862114321300304,1,5.740971108297274,0,8,8,20,9085,5,17,120.45324084682883,5,5,0,0
0,0.0,0,0.0,1,0,5,20,9119,5,1,130.0,5,8,0,0
0,0.0,0,3.450416588416997,1,2,1,18,9670,6,17,127.0,6,1,0,0
0,0.0,0,0.0,0,2,9,19,9254,5,17,120.17758655825564,5,6,0,0
0,0.0,0,0.0,0,0,4,27,9147,4,39,131.23137616572777,5,9,0,0
1,13.796781768113652,3,11.407284222874688,1,5,7,25,9147,5,42,144.35478821257564,5,5,0,0
1,11.86681487477625,2,11.377728375074584,0,8,10,29,9991,5,39,133.1,5,9,0,0
6,11.813376091057362,5,12.615866413600555,1,6,6,18,9773,6,18,134.61899810200418,6,3,0,0
4,12.306494764221386,4,11.754955681072053,0,8,8,18,9238,6,17,131.17840451859385,6,4,0,0
4,11.749988167602206,4,11.58336094226152,0,9,12,19,9773,6,17,126.66688753809215,6,5,0,0
4,12.11689967685113,5,11.4,0,4,8,31,9991,7,41,115.81162621180826,4,8,0,0
0,0.0,0,0.0,0,5,12,20,9085,5,16,121.0,5,2,0,0
0,0.0,1,11.0,0,9,14,30,9003,6,39,110.82748420035306,6,8,0,0
0,0.0,0,0.0,1,0,0,20,9083,6,17,123.77990674666428,6,4,0,0
3,11.669047276473558,5,12.271745940392949,0,14,13,30,9556,7,39,136.1940436794459,7,5,0,0
0,0.0,0,0.0,0,0,0,18,171,0,1,140.835165738863,0,5,0,0
0,0.0,0,0.0,1,2,2,31,9991,5,39,133.1,5,9,0,0
0,0.0,0,2.2239771626477447,1,10,7,19,9254,5,17,112.44321598614658,5,5,0,0
3,11.700925204665886,5,11.26715607435237,1,8,9,34,9119,7,42,120.0,6,3,0,0
5,13.2029427898669,8,13.737125294332316,0,16,14,21,9085,10,53,139.85286050665505,9,9,0,0
0,0.0,0,0.0,1,0,0,41,9130,6,41,133.1,6,9,0,0
0,0.0,0,0.0,1,0,0,19,9670,6,5,132.0732710299019,6,2,0,0
4,14.283485345920822,5,15.023368503403802,0,8,9,25,9853,6,17,136.9649472448943,6,2,0,0
0,0.0,0,0.0,0,4,4,43,9773,4,39,137.69548246299476,4,8,0,0
6,11.46882892122994,4,12.215459265417126,1,7,10,19,9773,6,18,129.1381629383315,6,6,0,0
4,13.518472397623327,4,11.3587173107665,1,6,7,30,9991,5,39,110.6351182959,5,6,0,0
8,12.877153631514428,7,12.761495205701385,1,10,7,18,9500,7,17,140.0,8,3,0,0
2,11.0,4,11.486225699019462,1,9,7,19,9147,5,16,129.5487936870826,5,4,0,0
3,11.981770713564003,4,13.254464080395437,0,10,11,20,9130,6,44,130.0,6,3,0,0
0,0.0,0,0.0,1,0,0,20,9083,6,17,126.45215436211475,6,5,0,0
6,12.96114293144594,6,12.217360310693708,1,9,8,18,9853,7,17,127.0,7,4,0,0
4,5.926501954170471,5,5.743062607969955,1,5,6,19,171,5,1,150.0,5,4,0,0
4,11.053743554593623,5,11.249910749469972,1,11,9,21,9670,6,41,123.74955374734986,6,4,0,0
12,11.921280840662131,13,10.820281673123256,1,15,15,24,9147,15,15,130.2691861680013,14,8,0,0
0,0.0,0,0.0,1,2,2,28,9670,5,39,133.1,5,3,0,0
0,0.0,0,0.0,0,6,6,42,9991,5,39,133.1,5,6,0,0
2,11.504720801361636,3,13.297567668368712,0,12,14,29,9085,5,39,133.1,5,5,0,0
0,0.0,0,0.0,1,0,0,20,9125,5,43,140.0,5,3,0,0
0,0.0,0,0.0,1,3,5,19,9238,6,1,122.07132134136296,5,7,0,0
5,12.96403626280522,9,14.094638462262605,1,6,9,32,9991,9,7,130.0,6,9,0,0
4,13.14971151209764,6,11.566730775089413,0,12,13,26,9130,8,5,139.4971151209764,6,2,0,0
0,2.884683868772042,0,2.9304725016096933,1,5,5,26,9991,5,41,157.97795023271502,5,9,0,0
9,11.720702137265402,11,12.23614575449252,1,19,22,26,9853,13,9,130.41445529801612,12,7,0,0
5,12.330991711571542,5,11.520296555420137,1,17,19,21,9991,10,43,143.31380731789534,10,9,0,0
5,12.051100896755363,6,13.486001735655542,1,6,6,18,9773,6,1,127.97200347131108,6,7,0,0
1,12.95310353220878,3,11.056000973621847,0,13,8,19,9130,5,1,138.2813788067473,5,1,0,0
0,0.0,0,0.0,1,0,0,31,9500,7,39,134.1478226798987,8,9,0,0
0,0.0,0,0.0,0,4,5,21,9254,5,17,119.19966267827272,5,9,0,0
0,0.0,0,0.0,1,2,3,19,9670,6,1,130.06119236146006,6,4,0,0
4,11.416684359690388,5,11.817459643440367,0,16,15,25,9003,7,44,155.23789303210987,7,7,0,0
2,11.168628509937498,2,11.887580993375002,0,9,9,26,9991,5,39,133.1,5,7,0,0
0,0.0,0,0.0,1,6,8,36,9130,6,7,117.10965423871124,6,4,0,0
0,0.0,0,2.157467611246517,1,1,1,24,9556,7,39,133.1,6,6,0,0
2,10.647711419838052,4,11.935947530879648,0,7,12,34,9119,6,41,119.67973765439822,6,5,0,0
0,0.0,0,0.8840822336564658,1,0,0,18,9773,5,1,121.53044934019388,5,8,0,0
0,0.0,0,0.0,1,0,0,34,171,0,39,102.08182160530367,0,8,0,0
1,5.638106414357504,4,12.638907383989036,0,7,8,38,9670,6,39,131.27113671887332,6,9,0,0
0,0.0,0,0.0,0,5,2,43,8014,2,39,135.64777476160947,5,90,0,0
5,13.779464221334925,6,13.166666666666666,1,7,6,18,9773,6,1,134.47678532800956,6,1,0,0
1,11.607665868027846,2,12.177002395916464,1,9,11,31,9991,5,39,132.35400479183292,5,9,0,0
1,12.0,0,0.0,0,10,9,19,9122,5,1,138.88510914420607,5,6,0,0
0,0.0,4,10.868103011511383,1,4,6,19,9853,6,1,131.38991066496126,6,2,0,0
9,12.01190908039913,5,10.988337880565618,0,13,15,24,9003,11,39,161.93697882646748,11,4,0,0
0,0.0,0,3.82736287902708,1,1,2,34,9147,2,40,131.18648249249838,5,8,0,0
0,0.0,0,0.0,1,0,4,25,9147,5,6,149.92185090036952,5,1,0,0
0,0.0,3,6.567348775052361,0,3,4,18,9070,6,17,137.13529720366492,6,4,0,0
0,0.0,0,0.0,0,7,0,21,9254,6,41,138.90993296486684,6,7,0,0
0,0.0,0,5.5481560854222565,0,5,5,35,9147,5,46,133.1,5,7,0,0
5,11.654601254630798,4,12.022750522762832,1,5,5,19,9670,5,1,123.81799581789734,5,9,0,0
0,7.263970326502283,2,10.636801483674883,0,11,13,23,9254,6,1,112.73602967349773,6,9,0,0
4,12.053530644144416,5,12.638687358048964,0,10,7,18,9773,6,1,129.64233892069734,6,3,0,0
4,13.904486566727066,5,14.023481449656757,1,8,8,18,9130,6,1,128.21456715865767,6,2,0,0
0,0.0,1,10.044764360798364,1,5,5,32,9147,5,42,133.27010457103378,5,6,0,0
3,8.705302800879814,4,11.234013516152684,0,11,12,43,9238,6,39,133.1,6,2,0,0
0,0.0,0,0.0,1,5,6,28,9130,5,40,133.1,5,0,0,0
0,0.0,0,0.0,0,4,5,41,8014,5,32,135.1862710866951,4,9,0,0
0,0.0,0,0.0,0,7,9,22,9853,6,9,141.01764112163062,5,0,0,0
0,0.0,0,0.0,0,3,8,29,9003,6,39,163.67477446356938,6,6,0,0
4,10.710522853754677,2,11.947363805006235,0,6,8,18,9670,5,17,121.4209141501871,5,0,0,0
5,12.35891870956718,5,11.661757581079222,1,17,21,24,9991,10,43,140.7689177413154,9,9,0,0
3,10.986752804429626,4,11.604415731856792,1,9,7,19,9147,5,16,129.0,5,3,0,0
3,12.2267498003369,3,10.636092489063577,0,10,7,19,9147,5,1,133.41644273819196,5,8,0,0
0,0.0,0,0.0,1,6,10,28,9003,6,39,133.1,6,9,0,0
