Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Age at enrollment,Course,Curricular units 1st sem (enrolled),Application mode,Previous qualification (grade),Curricular units 2nd sem (enrolled),Mother's occupation,Scholarship holder,Target
6,14.333333333333334,6,13.5,1,6,6,19,9254,6,10,115.0,6,9,0,2
6,14.166666666666666,6,14.666666666666666,1,6,6,21,8014,6,44,160.0,6,7,1,2
8,15.188888888888888,7,15.957142857142856,1,9,7,18,9500,7,1,154.0,8,5,1,2
0,0.0,0,0.0,1,0,0,22,9991,5,18,112.0,5,2,0,0
11,12.636363636363637,12,12.846153846153848,1,13,13,24,9003,12,53,130.0,11,9,1,2
2,11.5,4,12.0,1,17,13,21,9085,6,1,105.0,6,8,0,1
0,0.0,0,0.0,0,0,5,34,9147,5,18,130.0,5,9,0,0
2,13.5,3,11.333333333333334,0,8,9,18,9147,5,1,143.0,5,4,0,1
6,11.683333333333332,6,11.683333333333332,1,7,7,19,9500,7,17,131.0,7,4,0,2
2,13.4,5,12.16,1,7,11,18,9500,7,43,127.0,7,4,1,1
2,13.5,6,11.333333333333334,1,11,13,50,8014,13,43,133.1,11,9,0,0
0,0.0,0,0.0,1,0,12,19,9773,6,17,117.0,6,0,0,0
0,0.0,0,0.0,1,12,8,21,9085,5,1,135.0,5,4,0,0
5,14.5,6,14.125,1,10,8,19,9670,6,18,128.0,6,9,0,2
0,0.0,0,0.0,1,0,0,18,171,0,1,131.0,0,0,0,2
0,0.0,7,16.142857142857142,1,9,7,18,9500,7,1,168.0,8,5,0,0
7,14.428571428571429,7,12.571428571428571,1,8,9,18,9853,7,1,130.0,7,3,0,2
11,13.0,12,13.666666666666666,1,16,12,21,171,12,51,128.0,11,3,0,2
6,12.0,6,13.666666666666666,1,6,6,18,9070,6,17,132.0,6,9,1,2
8,14.625,11,14.0,0,11,12,23,8014,12,7,130.0,10,5,0,0
5,10.2,4,11.25,1,10,11,23,9853,6,17,118.0,6,9,0,0
0,0.0,2,14.0,1,5,9,33,9147,5,7,120.0,5,4,0,0
0,0.0,0,0.0,1,0,0,20,9070,6,1,133.1,6,7,0,0
5,13.6,6,12.142857142857142,1,11,8,19,9003,6,44,120.0,6,6,0,2
7,13.414285714285716,7,13.414285714285716,1,8,8,18,9500,8,1,138.0,8,9,0,0
8,13.435,8,13.435,1,8,8,18,9500,8,1,139.0,8,7,1,2
3,11.333333333333334,4,10.75,1,7,7,37,9991,5,39,130.0,5,9,0,1
5,12.88,5,13.0,0,9,10,37,9500,7,39,133.1,7,9,0,0
0,0.0,0,0.0,0,5,5,25,9991,5,39,120.0,5,9,0,0
3,11.333333333333334,4,11.75,1,13,12,20,9238,6,1,125.0,6,7,0,1
6,14.636363636363637,5,14.333333333333334,1,16,15,41,9119,7,44,160.0,6,9,0,1
0,0.0,0,0.0,1,0,0,21,9085,6,17,117.0,6,5,0,0
2,12.0,5,12.2,1,12,7,19,9254,6,17,122.0,6,4,0,1
3,12.333333333333334,3,11.333333333333334,1,14,17,22,9773,6,43,128.0,6,9,0,1
2,11.5,3,11.333333333333334,0,8,13,34,9085,6,43,110.0,6,4,0,0
1,10.0,1,10.75,1,10,15,28,9500,7,39,133.1,7,9,0,0
5,11.4,6,10.571428571428571,1,9,8,18,9254,6,1,121.0,6,9,1,2
4,12.0,5,11.666666666666666,1,11,14,25,9003,6,42,140.0,6,4,0,1
6,14.0,6,13.666666666666666,1,6,6,18,9773,6,17,132.0,6,9,1,2
7,15.675714285714283,7,15.675714285714283,1,8,8,30,9500,8,7,140.0,8,9,0,2
5,11.6,2,13.0,1,8,12,19,9238,6,1,128.0,6,0,0,2
2,12.0,6,13.0,1,18,8,20,9085,6,44,150.0,6,9,0,1
0,0.0,0,0.0,0,5,5,53,9773,5,39,133.1,4,9,0,0
6,13.0,8,13.125,0,13,9,24,9085,9,53,130.0,9,9,0,1
6,13.142857142857142,6,11.857142857142858,1,8,7,19,9238,6,1,115.0,6,8,1,2
7,12.820000000000002,7,12.59125,1,11,8,18,9500,7,1,131.0,8,3,0,1
0,0.0,0,0.0,1,6,6,28,9003,6,39,133.1,6,9,0,0
5,11.2,4,12.0,1,8,8,20,9147,5,1,112.0,5,9,0,2
0,0.0,0,0.0,1,0,0,18,171,0,17,137.0,0,4,0,1
7,12.728571428571428,7,12.385714285714286,1,9,9,18,9500,7,17,137.0,8,5,0,1
8,12.2,8,12.25,1,27,18,21,9085,12,44,140.0,12,2,0,1
5,12.142857142857142,5,12.0,1,8,6,18,9085,5,17,128.0,5,9,0,2
8,12.55375,8,12.55375,1,9,9,22,9500,8,43,130.0,8,7,0,2
6,15.285714285714286,6,15.666666666666666,1,8,7,18,9085,6,1,158.0,6,9,1,2
0,0.0,0,0.0,0,6,6,50,8014,6,39,133.1,5,9,0,0
0,0.0,0,0.0,0,0,0,18,171,0,1,159.0,0,4,0,0
5,11.142857142857142,3,11.333333333333334,1,8,9,44,9991,5,39,133.1,5,5,0,0
0,0.0,1,13.0,1,10,11,19,9773,6,1,133.0,5,5,0,0
4,15.5,4,14.0,1,9,13,44,9130,5,39,133.1,5,2,0,2
5,13.4,6,12.666666666666666,1,8,8,19,9254,6,17,115.0,6,3,0,2
8,14.575,7,13.6125,1,8,8,18,9500,7,43,136.0,8,2,0,2
12,10.666666666666666,14,10.642857142857142,1,12,17,35,9003,17,1,120.0,12,9,0,0
6,14.2,6,14.2,1,7,7,18,9500,7,1,151.0,7,9,1,2
0,0.0,0,0.0,1,2,2,30,9119,2,39,120.0,2,5,0,0
5,12.6,6,13.5,1,8,7,18,9853,6,17,141.0,6,2,0,2
7,14.428571428571429,7,14.428571428571429,1,8,8,21,9500,8,43,150.0,8,9,1,2
3,10.0,4,12.0,0,14,10,20,9853,6,17,133.1,6,7,1,0
7,13.297142857142855,7,13.297142857142855,1,8,8,18,9500,8,17,141.0,8,3,0,2
5,12.6,4,10.5,1,6,10,35,9991,5,39,110.0,5,3,1,2
6,11.8,6,13.285714285714286,1,16,8,20,9085,6,17,132.0,6,4,0,2
6,11.5,5,12.2,1,7,8,19,9238,6,17,132.0,6,7,1,2
6,14.166666666666666,6,13.5,1,6,6,21,9773,6,1,146.0,6,9,1,2
5,11.8,5,12.333333333333334,1,7,9,21,9238,6,1,136.0,6,4,1,2
0,0.0,0,0.0,1,0,0,18,171,0,1,134.0,0,2,0,1
6,12.857142857142858,6,11.833333333333334,1,7,6,20,9773,6,43,137.0,6,9,0,2
6,13.666666666666666,6,12.333333333333334,1,6,8,18,9254,6,1,123.0,6,4,0,2
8,13.3675,8,13.3675,1,8,8,25,9500,8,39,133.1,8,9,1,2
8,14.445,8,14.445,1,8,8,18,9500,8,1,149.0,8,4,0,2
2,12.5,2,11.666666666666666,1,9,9,18,9119,5,1,149.0,5,5,0,1
0,0.0,0,0.0,1,12,12,21,9853,6,17,133.1,6,0,1,0
7,14.13714285714286,7,14.13714285714286,1,8,8,18,9500,8,1,139.0,8,9,0,2
6,13.666666666666666,6,14.666666666666666,1,8,6,19,9130,6,1,130.0,6,4,0,2
8,13.927272727272726,6,13.0,1,11,9,19,9500,7,43,134.0,8,5,1,2
0,0.0,1,14.0,0,6,9,44,9670,6,39,133.1,6,90,0,0
4,13.0,5,13.2,1,5,5,21,9670,5,1,144.0,5,9,1,2
5,13.2,3,12.0,1,7,7,19,9085,5,17,120.0,5,90,0,2
5,12.125,5,12.285714285714286,1,8,9,24,9991,5,39,130.0,5,9,0,1
3,12.0,1,12.0,1,9,11,18,9130,5,43,127.0,5,4,0,1
6,12.5,6,14.428571428571429,1,6,7,19,9254,6,1,136.0,6,2,0,2
4,12.25,3,10.666666666666666,1,5,10,20,9119,5,1,135.0,5,90,0,2
5,11.4,6,12.666666666666666,1,8,6,19,9070,6,1,117.0,6,3,0,2
8,14.6625,8,14.6625,1,8,8,32,9500,8,42,130.0,8,9,1,2
4,11.25,5,12.6,1,9,10,22,9853,6,5,122.0,6,4,0,1
5,12.2,5,13.6,1,6,7,19,9147,5,17,125.0,5,5,0,2
7,12.771428571428572,7,12.771428571428572,1,11,11,18,9500,8,18,144.0,8,3,0,2
5,13.4,7,13.0,1,5,8,20,9147,7,44,130.0,5,9,1,2
2,12.5,1,13.0,1,7,13,19,9130,5,1,160.0,5,2,0,0
0,0.0,6,12.166666666666666,0,6,6,19,9070,6,18,131.0,6,5,0,0
6,12.333333333333334,6,11.5,1,6,6,21,9070,6,17,133.1,6,5,1,2
8,13.76375,8,13.76375,1,8,8,18,9500,8,1,145.0,8,9,1,2
0,0.0,2,11.0,1,6,10,24,9085,6,39,133.1,6,9,0,0
4,14.0,5,13.8,1,13,12,47,9773,6,39,120.0,6,9,0,0
6,13.166666666666666,6,13.714285714285714,1,6,7,19,9238,6,1,145.0,6,6,0,2
7,13.614285714285714,6,13.533333333333331,1,9,8,19,9500,7,1,112.0,8,4,1,2
4,12.5,4,14.25,1,7,11,18,9147,5,1,143.0,5,5,1,2
6,14.666666666666666,6,13.333333333333334,1,6,6,19,9773,6,17,125.0,6,4,0,2
5,15.6,6,16.333333333333332,0,8,9,29,9853,6,17,135.0,6,2,0,0
0,0.0,0,0.0,1,0,0,18,171,0,1,145.0,0,10,0,2
0,0.0,0,0.0,1,0,0,18,171,0,17,129.0,0,9,0,0
5,15.4,5,14.4,1,5,5,18,9147,5,1,160.0,5,9,0,2
5,12.6,5,13.0,1,7,8,40,9773,6,39,133.1,6,7,0,1
4,11.0,2,12.0,1,9,10,20,9130,5,1,106.0,5,9,0,0
6,14.285714285714286,6,16.5,1,8,7,26,9085,6,39,128.0,6,9,0,2
0,0.0,5,12.2,0,13,11,19,9853,7,18,120.0,7,9,0,0
5,11.8,4,13.25,1,13,10,19,9773,6,1,136.0,6,9,0,2
4,11.5,6,12.666666666666666,1,10,9,20,9085,6,44,140.0,6,3,0,1
5,12.0,4,14.25,1,8,10,23,9853,6,16,134.0,6,9,1,1
6,13.875,6,16.46153846153846,1,8,13,18,9085,6,1,130.0,6,9,1,2
11,15.0,12,15.333333333333334,1,15,12,21,171,12,1,156.0,11,2,0,2
5,12.0,5,13.8,1,6,5,20,9147,5,1,180.0,5,7,1,2
7,13.814285714285717,7,13.814285714285717,1,8,8,18,9500,8,1,144.0,8,5,1,2
4,12.75,4,12.25,1,7,7,39,9991,5,39,100.0,5,9,0,1
6,12.5,6,12.166666666666666,1,6,6,19,9773,6,1,143.0,6,2,0,1
7,13.971428571428572,7,13.971428571428572,1,8,8,18,9500,8,1,145.0,8,9,1,2
7,11.2625,6,12.4125,1,12,11,19,9500,7,17,137.0,8,4,1,2
11,13.727272727272728,10,13.3,1,11,22,33,9254,12,43,120.0,11,9,0,2
3,15.333333333333334,1,13.0,1,8,10,19,9085,5,44,150.0,5,4,0,1
4,12.6,4,13.0,1,11,11,22,9670,6,18,140.0,6,9,0,2
8,12.233333333333333,7,14.244444444444444,1,12,9,19,9500,7,1,138.0,8,9,1,2
6,14.166666666666666,6,15.333333333333334,1,6,6,23,9070,6,51,132.0,6,153,1,2
7,13.154285714285717,7,13.154285714285717,1,8,8,18,9500,8,18,135.0,8,1,0,2
8,15.63375,8,15.63375,1,8,8,18,9500,8,1,156.0,8,9,1,2
0,0.0,0,0.0,1,0,0,18,171,0,43,145.0,0,9,1,0
0,0.0,0,0.0,0,0,0,26,9254,6,39,137.0,6,5,0,0
18,14.933333333333334,18,14.933333333333334,1,33,33,21,9500,21,42,141.0,21,9,0,2
4,13.666666666666666,6,12.571428571428571,1,12,10,22,9003,6,42,140.0,6,5,0,1
7,14.2,7,14.2,1,8,8,18,9500,8,1,147.0,8,4,0,2
5,12.4,6,12.857142857142858,1,9,8,20,9254,6,1,120.0,6,9,0,1
6,10.666666666666666,10,10.4,1,18,22,49,9147,13,43,123.0,9,9,0,2
4,11.5,5,12.2,1,10,9,19,9853,6,1,129.0,6,2,1,1
5,14.0,6,13.333333333333334,1,8,8,20,9003,6,17,119.0,6,4,0,1
5,13.571428571428571,3,13.333333333333334,1,11,10,20,9119,5,17,118.0,5,9,0,2
6,15.166666666666666,6,14.5,1,6,7,18,9070,6,1,170.0,6,2,0,2
7,15.94285714285714,7,15.94285714285714,1,8,8,27,9500,8,39,140.0,8,9,0,2
5,13.4,6,13.333333333333334,1,10,6,19,9670,6,1,121.0,6,4,1,2
5,10.4,5,11.8,1,7,8,18,9070,6,17,126.0,6,4,0,2
6,14.0,6,15.125,1,9,9,18,9130,6,1,127.0,6,4,0,2
6,13.5,5,13.0,0,7,9,20,9238,6,15,150.0,6,2,0,2
4,11.75,6,11.333333333333334,1,6,6,25,8014,6,39,120.0,6,4,0,1
0,0.0,3,11.0,0,14,11,21,9254,6,1,120.0,6,9,0,0
5,10.4,5,12.4,1,12,8,18,9853,6,1,141.0,6,9,0,0
4,13.4,4,12.25,0,9,11,21,9670,6,17,115.0,6,191,0,1
0,0.0,0,0.0,1,0,0,19,9238,6,1,122.0,6,4,0,0
5,10.8,3,10.0,1,9,12,20,9254,6,1,154.0,6,2,0,1
7,12.614285714285714,7,12.5375,1,9,8,18,9500,7,17,141.0,8,5,0,2
6,16.333333333333332,6,15.0,1,6,7,20,9238,6,1,142.0,6,5,1,2
6,11.571428571428571,6,11.333333333333334,1,9,9,18,9238,6,17,133.0,6,3,1,2
6,12.8,5,11.94,1,8,10,18,9500,7,17,126.0,7,7,1,1
11,12.545454545454543,13,11.615384615384617,1,14,17,31,9147,15,26,133.1,14,0,0,0
0,0.0,0,0.0,0,5,5,27,9085,5,39,133.1,5,99,0,0
0,0.0,0,0.0,0,5,5,38,9991,5,39,120.0,5,5,0,0
8,11.7375,7,12.285714285714286,1,10,8,19,9500,7,1,135.0,8,9,1,2
6,12.333333333333334,6,12.833333333333334,1,7,6,18,9254,6,17,131.0,6,9,1,2
0,0.0,4,11.0,1,5,5,19,9147,5,17,138.0,5,9,1,0
5,15.4,5,14.0,1,6,5,18,9085,5,1,131.0,5,90,0,2
6,13.142857142857142,6,13.857142857142858,1,7,7,19,9773,6,1,116.0,6,4,1,0
6,11.0,5,12.0,1,8,8,20,8014,6,17,122.0,6,9,0,2
7,12.828571428571427,7,12.828571428571427,1,9,9,19,9500,8,1,151.0,8,4,0,2
6,14.857142857142858,6,15.0,1,9,8,19,9085,6,1,154.0,6,4,1,2
3,11.333333333333334,3,11.666666666666666,1,10,9,18,9119,5,17,129.0,5,0,0,0
0,0.0,0,0.0,1,0,0,18,171,0,1,161.0,0,9,0,2
6,14.555555555555555,6,13.833333333333334,1,11,6,18,9670,6,1,123.0,6,9,0,2
0,0.0,1,13.0,0,8,17,35,9003,6,39,130.0,6,9,0,0
2,10.5,4,11.25,1,8,8,34,9119,6,42,120.0,5,6,0,0
0,0.0,5,12.0,0,0,8,18,9773,6,10,154.4,6,3,0,0
2,10.0,5,11.0,1,8,10,19,171,10,1,123.0,7,2,0,1
6,13.0,6,13.5,0,6,6,24,9773,6,39,133.1,6,171,1,2
2,11.5,0,0.0,1,8,6,22,9147,5,43,123.0,5,4,0,0
1,12.0,4,11.5,0,8,10,44,9003,10,39,133.1,7,9,0,0
0,0.0,0,0.0,1,10,7,24,9003,6,39,130.0,6,9,0,0
6,12.0,6,12.666666666666666,1,6,6,18,9238,6,1,141.0,6,9,1,2
6,12.333333333333334,5,11.8,1,8,8,23,9991,6,44,120.0,6,7,1,2
4,10.75,5,13.2,0,8,11,20,9853,6,18,123.0,6,9,0,0
6,13.285714285714286,6,13.333333333333334,1,7,6,19,9670,6,17,120.0,6,9,1,2
6,13.345,6,13.345,1,9,9,18,9500,8,1,154.0,8,1,0,1
0,0.0,0,0.0,1,0,0,20,171,0,43,116.0,0,2,0,0
7,12.714285714285714,7,12.714285714285714,1,12,12,24,9500,8,39,148.0,8,2,0,1
4,11.875,4,11.8,1,11,12,21,9003,6,44,150.0,6,6,0,0
5,12.4,5,13.8,1,7,16,18,9670,6,43,142.0,6,8,0,1
3,11.0,3,11.25,1,9,10,21,9147,5,1,122.0,5,4,0,1
3,11.0,5,12.0,0,7,13,34,9119,7,42,120.0,7,5,0,0
5,11.444444444444445,5,12.8,1,10,5,19,9147,5,1,131.0,5,9,0,2
0,0.0,0,0.0,1,8,2,26,9991,1,39,140.0,5,9,0,0
8,13.125555555555556,7,14.283333333333337,1,9,9,19,9500,7,1,137.0,8,7,0,2
5,13.0,3,11.666666666666666,1,5,10,21,9085,5,1,126.0,5,9,0,2
6,12.5,8,13.75,1,9,13,44,8014,8,39,110.0,6,0,0,2
3,11.666666666666666,3,12.0,1,17,18,20,9003,6,44,150.0,6,4,1,1
6,12.833333333333334,6,12.5,1,6,6,20,9070,6,1,150.0,6,4,0,2
7,13.6,7,13.6,1,8,8,19,9500,8,1,132.0,8,4,1,2
6,12.625,6,15.538461538461538,1,9,14,19,9085,6,1,138.0,6,9,0,2
13,13.266666666666667,16,13.0,1,15,18,23,9238,16,43,129.0,13,0,1,2
6,11.5,7,11.714285714285714,1,10,10,34,9991,10,43,120.0,10,9,0,0
3,11.0,5,11.8,1,8,5,18,9147,5,1,158.0,5,3,1,2
2,12.0,4,13.0,1,7,5,26,9147,5,42,130.0,5,9,0,1
5,12.375,5,12.6,1,10,7,19,9670,6,1,143.0,6,2,0,1
6,13.428571428571429,6,15.125,1,7,8,19,9670,6,17,137.0,6,4,0,2
12,12.307692307692308,17,13.058823529411764,1,15,36,28,9003,18,43,130.0,12,4,0,2
6,12.0,6,12.0,0,6,7,21,9773,6,43,129.0,6,4,0,0
3,13.75,4,11.5,1,17,14,18,9085,6,1,120.0,6,2,0,1
6,11.666666666666666,5,11.4,1,10,8,47,9773,6,39,100.0,6,9,0,0
3,12.0,3,12.0,1,10,12,19,9119,5,1,126.0,5,4,0,0
5,11.77777777777778,6,11.285714285714286,1,12,11,20,9003,6,44,140.0,6,4,0,1
0,0.0,0,0.0,0,10,8,36,9003,6,42,130.0,6,2,0,0
4,10.75,5,11.166666666666666,1,9,7,20,9147,5,17,125.0,5,7,0,1
8,13.27625,8,13.27625,1,8,8,18,9500,8,1,143.0,8,4,0,2
0,0.0,0,0.0,1,8,8,30,9500,8,7,130.0,8,90,0,0
0,0.0,0,0.0,1,0,0,27,9500,7,7,140.0,8,2,0,0
6,17.428571428571427,6,16.5,1,7,6,18,9238,6,17,136.0,6,3,0,0
6,12.333333333333334,6,12.166666666666666,1,6,6,18,9238,6,1,135.0,6,9,0,2
6,13.0,6,13.166666666666666,1,6,6,21,9773,6,16,136.0,6,0,0,2
13,12.384615384615383,19,12.68421052631579,1,13,19,41,9003,19,43,133.1,13,9,0,2
3,13.0,6,11.833333333333334,1,11,8,19,9773,6,1,117.0,6,5,1,2
4,12.6,5,12.2,1,7,7,21,9070,6,51,117.0,6,2,0,1
7,13.1,7,13.1,1,8,8,18,9500,8,1,149.0,8,4,0,2
8,12.75,7,11.714285714285714,1,8,7,18,9500,7,1,118.0,8,2,0,2
7,12.825714285714286,6,12.808333333333332,1,11,7,19,9500,7,1,133.1,8,9,1,2
5,11.8,5,12.428571428571429,1,7,9,22,9991,5,1,145.0,5,4,0,2
11,13.583333333333334,12,13.583333333333334,1,12,12,19,171,12,17,135.0,11,4,0,2
6,14.0,6,14.0,1,7,7,18,9238,6,1,135.0,6,4,0,2
0,0.0,0,0.0,1,0,0,19,9556,7,17,140.0,7,1,0,0
5,11.6,5,12.2,1,10,10,18,9254,6,1,118.0,6,7,0,1
6,11.833333333333334,4,12.0,0,9,11,19,9853,7,1,125.0,7,9,0,0
6,13.571428571428571,6,15.5,1,7,6,19,9238,6,44,150.0,6,4,1,2
6,15.5,6,15.833333333333334,1,8,6,21,9003,6,44,180.0,6,4,0,2
0,0.0,0,0.0,1,0,0,18,171,0,1,138.0,0,5,0,0
6,13.666666666666666,7,12.142857142857142,1,9,8,18,9853,7,17,112.0,7,5,1,2
7,12.0,4,12.25,1,9,12,31,9991,6,44,130.0,7,9,0,1
0,0.0,0,0.0,0,0,0,19,171,0,1,145.0,0,4,0,2
5,14.4,6,12.666666666666666,1,8,6,18,9773,6,1,132.0,6,90,0,2
5,13.0,6,12.285714285714286,1,10,8,41,9254,6,39,130.0,6,9,0,2
0,0.0,0,0.0,0,0,0,18,171,0,1,127.0,0,5,1,0
6,13.666666666666666,6,14.428571428571429,0,7,7,25,9853,6,7,150.0,6,4,0,2
0,0.0,5,12.1,1,0,12,19,9556,7,17,122.0,7,4,0,0
3,10.571428571428571,3,12.333333333333334,1,9,7,22,9147,5,17,133.1,5,4,1,1
10,11.615384615384617,9,10.88888888888889,1,18,9,21,9147,9,7,130.0,10,9,0,2
8,14.3875,7,13.6375,1,8,8,18,9500,7,43,140.0,8,4,1,2
5,13.285714285714286,5,14.2,1,7,7,20,9147,5,1,121.0,5,3,1,2
6,11.5,2,10.333333333333334,1,7,18,32,8014,6,39,133.1,6,9,1,2
0,0.0,0,0.0,1,6,7,35,9254,6,7,110.0,6,3,0,0
6,13.625,6,14.0,1,8,6,18,9070,6,1,136.0,6,9,1,2
7,13.79857142857143,7,13.79857142857143,1,8,8,18,9500,8,1,143.0,8,7,1,2
0,0.0,4,12.75,1,5,6,18,9773,6,1,126.0,5,2,0,0
8,14.22222222222222,7,13.542857142857144,1,9,7,19,9500,7,1,144.0,8,9,0,2
5,13.0,5,13.285714285714286,1,8,10,19,9147,5,17,131.0,5,3,0,2
7,14.115714285714288,7,14.115714285714288,1,8,8,18,9500,8,1,138.0,8,3,0,2
4,11.75,6,11.714285714285714,1,8,15,21,9003,6,44,130.0,6,9,1,2
9,12.555555555555555,6,12.571428571428571,1,9,9,25,9070,7,44,140.0,9,4,0,2
6,13.5,6,12.714285714285714,1,9,8,19,9003,6,44,140.0,6,6,0,2
3,11.666666666666666,4,12.25,1,11,9,18,9119,5,43,146.0,5,2,0,1
0,0.0,0,0.0,0,7,8,22,9147,5,51,99.0,5,3,0,1
0,0.0,3,11.333333333333334,0,6,6,19,9773,6,17,116.0,6,9,0,0
0,0.0,1,10.0,1,7,10,18,9119,5,17,130.0,5,4,0,0
5,12.4,5,13.4,1,5,6,19,9147,5,17,125.0,5,6,1,2
0,0.0,1,13.0,0,12,11,28,9238,6,39,140.0,6,0,0,0
7,12.401428571428571,7,12.401428571428571,1,8,8,24,9500,8,39,122.0,8,4,0,2
5,11.0,6,10.833333333333334,1,8,9,18,9254,6,1,129.0,6,7,1,1
6,12.666666666666666,6,12.166666666666666,1,8,6,18,9773,6,1,123.0,6,9,1,2
0,0.0,0,0.0,1,5,5,32,9991,5,43,120.0,5,9,0,0
4,14.75,4,14.25,1,7,7,25,9147,5,39,150.0,5,7,1,2
5,10.8,6,12.0,1,8,7,26,9254,6,39,160.0,6,7,0,1
5,13.7,5,11.716666666666669,1,8,11,19,9500,7,1,125.0,7,4,0,1
5,15.333333333333334,5,12.8,1,6,5,33,9991,5,39,170.0,5,4,0,2
2,10.0,1,13.0,1,7,7,19,9119,5,1,160.0,5,9,0,1
6,10.166666666666666,5,10.8,1,9,7,19,9238,6,17,122.0,6,7,0,2
6,14.0,6,14.166666666666666,1,6,6,19,9670,6,18,121.0,6,4,0,2
8,14.88181818181818,7,14.542857142857144,1,11,7,18,9500,7,1,140.0,8,3,1,2
4,12.625,5,11.6,1,12,5,18,9147,5,17,134.0,5,4,1,2
0,0.0,0,0.0,1,0,0,20,171,0,1,138.0,0,4,0,2
0,0.0,0,0.0,0,6,11,29,9130,5,39,133.1,5,3,0,0
2,13.5,5,12.5,1,8,10,23,9085,6,44,160.0,6,4,0,0
0,0.0,0,0.0,1,0,0,18,171,0,1,141.0,0,4,0,2
3,11.0,3,13.0,1,11,9,18,9147,5,17,123.0,5,4,1,1
5,14.4,5,13.714285714285714,1,7,10,21,9147,5,1,102.0,5,9,1,2
3,13.0,6,14.285714285714286,1,9,7,20,9085,6,44,140.0,6,3,0,1
6,14.0,6,15.0,1,7,6,19,9773,6,1,130.0,6,5,0,1
5,12.2,4,12.25,1,5,6,18,9670,5,1,122.0,5,9,1,0
5,14.2,5,13.0,1,5,5,18,9119,5,17,130.0,5,3,1,2
6,13.5,6,14.833333333333334,1,6,6,18,9773,6,17,141.0,6,2,1,2
4,12.5625,4,12.0,1,13,12,39,9500,7,39,133.1,7,9,0,0
3,11.333333333333334,3,13.666666666666666,1,10,11,22,9147,5,18,131.0,5,90,0,0
7,13.571428571428571,8,13.555555555555555,1,10,14,21,9085,9,43,130.0,7,90,0,2
1,12.0,3,10.5,1,19,13,27,9085,6,39,140.0,6,4,0,0
0,0.0,3,11.333333333333334,1,6,7,24,9991,5,39,150.0,5,9,0,0
5,12.0,4,11.0,1,8,8,21,9147,5,1,143.0,5,9,0,1
3,10.571428571428571,3,10.0,0,9,9,20,9147,5,18,132.0,5,5,0,0
2,11.0,3,12.0,1,7,7,27,9119,6,39,138.7,6,4,0,0
6,11.5,6,12.5,1,6,6,21,9773,6,18,114.0,6,9,1,2
6,11.0,5,11.714285714285714,1,11,12,19,9238,6,17,145.0,6,7,1,2
2,11.0,3,12.666666666666666,1,15,21,26,9085,6,39,133.1,6,9,0,0
4,12.0,3,11.666666666666666,1,5,7,19,9670,5,1,121.0,5,2,0,1
6,12.857142857142858,5,12.666666666666666,1,10,8,19,9254,6,17,125.0,6,4,1,2
0,0.0,0,0.0,0,0,0,18,171,0,1,114.0,0,3,0,0
3,13.666666666666666,4,12.5,1,13,11,22,9238,6,1,157.0,6,1,0,1
0,0.0,0,0.0,1,0,0,19,171,0,43,117.0,0,9,0,2
6,12.833333333333334,5,13.8,1,6,7,21,9070,6,1,126.0,6,7,1,2
2,10.5,5,12.0,1,12,8,19,9119,5,43,128.0,5,4,0,1
9,13.7,11,14.615384615384617,1,11,13,20,9085,11,53,150.0,9,4,0,2
6,11.583333333333334,5,11.2,1,11,14,21,9556,7,1,135.0,8,1,1,1
0,0.0,0,0.0,0,0,0,20,9254,6,17,122.0,6,5,0,0
6,13.5,6,16.11111111111111,1,7,9,29,9003,6,39,120.0,6,9,0,2
5,14.2,6,12.333333333333334,1,7,6,18,9670,6,1,139.0,6,5,0,2
6,12.95,6,12.95,1,7,7,18,9500,7,1,145.0,7,9,1,2
5,11.6,4,13.5,1,6,7,33,9085,5,39,133.1,5,90,0,2
4,11.0,0,0.0,1,9,14,18,9238,6,1,135.0,6,4,1,1
0,0.0,0,0.0,1,0,0,19,9070,6,1,148.0,6,4,0,0
6,15.142857142857142,6,14.833333333333334,1,7,6,26,9238,6,51,160.0,6,2,0,2
6,13.666666666666666,6,13.833333333333334,1,6,6,19,9773,6,1,121.0,6,9,0,2
2,11.333333333333334,3,12.0,1,12,13,21,9238,6,43,125.0,6,4,0,0
6,12.285714285714286,6,14.0,1,8,8,19,9238,6,1,128.0,6,9,1,2
6,12.5,4,12.25,1,9,10,41,9991,6,44,140.0,7,9,0,1
5,12.833333333333334,6,11.875,1,9,11,23,9670,6,1,142.0,6,7,0,0
0,0.0,0,0.0,1,0,0,22,171,0,1,133.1,0,7,0,0
6,13.833333333333334,6,12.5,1,6,6,18,9773,6,17,143.0,6,7,0,2
7,14.828571428571427,7,14.828571428571427,1,8,8,18,9500,8,17,146.0,8,2,0,2
6,15.0,6,14.0,1,6,7,19,9853,6,1,134.0,6,9,1,2
2,11.0,4,12.0,1,10,9,18,9119,5,1,133.0,5,3,0,1
4,11.25,4,10.25,1,6,8,25,9070,6,17,127.0,6,9,1,0
9,12.307692307692308,13,10.692307692307692,1,19,24,36,9238,16,43,110.0,13,9,0,1
0,0.0,0,0.0,1,5,9,18,9147,5,17,148.0,5,5,0,1
6,13.5,6,14.0,1,6,6,18,9773,6,1,156.0,6,5,0,0
